model,id,source_id,event_id,episode_id,sid,window,condition,target_sid,target_object,expected_target_match,image,target_match,target_match_score,release_readiness,readiness_score
qwen3vl_8b,habit_cf_0144,habit_test_02026,008495_02,008495,S7788,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02026.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0145,habit_test_02027,008524_02,008524,S7788,early,factual,S7788,iced cup,matched,images/test_image_02027.jpg,matched,0.975,ready,0.975
qwen3vl_8b,habit_cf_0146,habit_test_02027,008524_02,008524,S7788,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02027.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0147,habit_test_02028,008524_02,008524,S7788,ready,factual,S7788,iced cup,matched,images/test_image_02028.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0148,habit_test_02028,008524_02,008524,S7788,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02028.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0149,habit_test_02029,009796_02,009796,S7788,early,factual,S7788,iced cup,matched,images/test_image_02029.jpg,matched,0.975,ready,0.975
qwen3vl_8b,habit_cf_0150,habit_test_02029,009796_02,009796,S7788,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02029.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0151,habit_test_02030,009796_02,009796,S7788,ready,factual,S7788,iced cup,matched,images/test_image_02030.jpg,matched,0.975,ready,0.975
qwen3vl_8b,habit_cf_0152,habit_test_02030,009796_02,009796,S7788,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02030.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0153,habit_test_02031,009797_02,009797,S7788,early,factual,S7788,iced cup,matched,images/test_image_02031.jpg,matched,0.975,ready,0.975
qwen3vl_8b,habit_cf_0154,habit_test_02031,009797_02,009797,S7788,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02031.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0155,habit_test_02032,009797_02,009797,S7788,ready,factual,S7788,iced cup,matched,images/test_image_02032.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0156,habit_test_02032,009797_02,009797,S7788,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02032.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0157,habit_test_02033,009801_02,009801,S7788,early,factual,S7788,iced cup,matched,images/test_image_02033.jpg,matched,0.975,ready,0.975
qwen3vl_8b,habit_cf_0158,habit_test_02033,009801_02,009801,S7788,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02033.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0159,habit_test_02034,009801_02,009801,S7788,ready,factual,S7788,iced cup,matched,images/test_image_02034.jpg,matched,0.975,not_ready,0.04999999999999999
qwen3vl_8b,habit_cf_0160,habit_test_02034,009801_02,009801,S7788,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_02034.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0161,habit_test_01933,007309_01,007309,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01933.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0162,habit_test_01933,007309_01,007309,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01933.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0163,habit_test_01934,007309_01,007309,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01934.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0164,habit_test_01934,007309_01,007309,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01934.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0165,habit_test_01937,007310_01,007310,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0166,habit_test_01937,007310_01,007310,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01937.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0167,habit_test_01938,007310_01,007310,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01938.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0168,habit_test_01938,007310_01,007310,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01938.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0169,habit_test_01941,007312_01,007312,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01941.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0170,habit_test_01941,007312_01,007312,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01941.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0171,habit_test_01942,007312_01,007312,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01942.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0172,habit_test_01942,007312_01,007312,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01942.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0173,habit_test_01945,007313_01,007313,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01945.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0174,habit_test_01945,007313_01,007313,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01945.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0175,habit_test_01946,007313_01,007313,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01946.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0176,habit_test_01946,007313_01,007313,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01946.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0177,habit_test_01949,007314_01,007314,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01949.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0178,habit_test_01949,007314_01,007314,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01949.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0179,habit_test_01950,007314_01,007314,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01950.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0180,habit_test_01950,007314_01,007314,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01950.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0181,habit_test_01953,007315_01,007315,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01953.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0182,habit_test_01953,007315_01,007315,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01953.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0183,habit_test_01954,007315_01,007315,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01954.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0184,habit_test_01954,007315_01,007315,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01954.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0185,habit_test_01957,007316_01,007316,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01957.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0186,habit_test_01957,007316_01,007316,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01957.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0187,habit_test_01958,007316_01,007316,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01958.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0188,habit_test_01958,007316_01,007316,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01958.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0189,habit_test_01961,007317_01,007317,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01961.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0190,habit_test_01961,007317_01,007317,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01961.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0191,habit_test_01962,007317_01,007317,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01962.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0192,habit_test_01962,007317_01,007317,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01962.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0193,habit_test_01965,007321_01,007321,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01965.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0194,habit_test_01965,007321_01,007321,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01965.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0195,habit_test_01966,007321_01,007321,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01966.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0196,habit_test_01966,007321_01,007321,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01966.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0197,habit_test_01969,007322_01,007322,S8940,early,factual,S8940,Airtight Container lid,matched,images/test_image_01969.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0198,habit_test_01969,007322_01,007322,S8940,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_01969.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0199,habit_test_01970,007322_01,007322,S8940,ready,factual,S8940,Airtight Container lid,matched,images/test_image_01970.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0200,habit_test_01970,007322_01,007322,S8940,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_01970.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0201,habit_test_01715,005687_01,005687,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01715.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0202,habit_test_01715,005687_01,005687,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01715.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0203,habit_test_01716,005687_01,005687,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01716.jpg,matched,1.0,ready,1.0
qwen3vl_8b,habit_cf_0204,habit_test_01716,005687_01,005687,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01716.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0205,habit_test_01717,005688_01,005688,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01717.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0206,habit_test_01717,005688_01,005688,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01717.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0207,habit_test_01718,005688_01,005688,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01718.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0208,habit_test_01718,005688_01,005688,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01718.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0209,habit_test_01719,005691_01,005691,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01719.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0210,habit_test_01719,005691_01,005691,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01719.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0211,habit_test_01720,005691_01,005691,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01720.jpg,matched,1.0,ready,1.0
qwen3vl_8b,habit_cf_0212,habit_test_01720,005691_01,005691,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01720.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0213,habit_test_01721,005692_01,005692,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01721.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0214,habit_test_01721,005692_01,005692,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01721.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0215,habit_test_01722,005692_01,005692,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01722.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0216,habit_test_01722,005692_01,005692,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01722.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0217,habit_test_01723,005693_01,005693,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01723.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0218,habit_test_01723,005693_01,005693,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01723.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0219,habit_test_01724,005693_01,005693,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01724.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0220,habit_test_01724,005693_01,005693,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01724.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0221,habit_test_01725,005694_01,005694,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01725.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0222,habit_test_01725,005694_01,005694,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01725.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0223,habit_test_01726,005694_01,005694,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01726.jpg,matched,1.0,ready,1.0
qwen3vl_8b,habit_cf_0224,habit_test_01726,005694_01,005694,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01726.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0225,habit_test_01727,005695_01,005695,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01727.jpg,matched,0.975,ready,0.95
qwen3vl_8b,habit_cf_0226,habit_test_01727,005695_01,005695,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01727.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0227,habit_test_01728,005695_01,005695,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01728.jpg,matched,1.0,ready,1.0
qwen3vl_8b,habit_cf_0228,habit_test_01728,005695_01,005695,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01728.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0229,habit_test_01729,005696_01,005696,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01729.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0230,habit_test_01729,005696_01,005696,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01729.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0231,habit_test_01730,005696_01,005696,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01730.jpg,matched,0.99,ready,0.975
qwen3vl_8b,habit_cf_0232,habit_test_01730,005696_01,005696,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01730.jpg,mismatched,0.025000000000000022,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0233,habit_test_01731,005697_01,005697,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01731.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0234,habit_test_01731,005697_01,005697,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01731.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0235,habit_test_01732,005697_01,005697,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01732.jpg,matched,1.0,ready,1.0
qwen3vl_8b,habit_cf_0236,habit_test_01732,005697_01,005697,S8975,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_01732.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0237,habit_test_01733,005698_01,005698,S8975,early,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01733.jpg,matched,1.0,not_ready,0.025000000000000022
qwen3vl_8b,habit_cf_0238,habit_test_01733,005698_01,005698,S8975,early,counterfactual,S7788,iced cup,mismatched,images/test_image_01733.jpg,mismatched,0.010000000000000009,not_ready,0.010000000000000009
qwen3vl_8b,habit_cf_0239,habit_test_01734,005698_01,005698,S8975,ready,factual,S8975,100 cm Hotel Towel,matched,images/test_image_01734.jpg,matched,0.99,ready,0.975
